,ground_truth,finetune_1,finetune_2,finetune_3,finetune_5,finetune_10,famnet_1,famnet_2,famnet_3,famnet_4,famnet_5,famnet_6,famnet_7,finetune_20,finetune_30,finetune_40,finetune_50,finetune_60,finetune_70
tile_241.jpg,3,4,4,4,4,4,12.420795440673828,10.729717254638672,11.593717575073242,11.017303466796875,11.909278869628906,11.651742935180664,11.397554397583008,4,5,4,5,5,5
tile_245.jpg,4,4,4,5,4,4,9.634246826171875,9.824677467346191,10.152620315551758,10.377372741699219,10.551034927368164,10.432455062866211,10.593996047973633,4,4,4,4,4,5
tile_249.jpg,3,2,3,1,4,4,6.940164566040039,6.632943630218506,6.61226224899292,6.898687362670898,7.610298156738281,7.595035552978516,7.704127311706543,3,4,3,3,3,4
tile_261.jpg,0,0,0,0,0,0,0.05541735514998436,0.02775312028825283,0.07762940227985382,0.059337299317121506,0.4883517026901245,0.40903615951538086,0.3549326956272125,0,0,0,0,0,0
tile_274.jpg,2,3,3,3,3,2,7.12285041809082,6.58662223815918,6.948215484619141,7.048649787902832,7.227616310119629,7.064826965332031,7.2651753425598145,2,2,2,2,2,2
tile_292.jpg,5,6,5,4,4,6,11.997150421142578,11.668950080871582,11.910226821899414,11.99131965637207,12.233222007751465,12.245792388916016,12.124378204345703,4,4,4,5,4,5
tile_293.jpg,6,5,7,5,6,6,21.5700740814209,19.634037017822266,20.665727615356445,18.75709342956543,18.33110237121582,18.48885726928711,19.25721549987793,7,8,7,7,6,10
tile_297.jpg,0,0,0,0,0,0,0.006122712045907974,0.0032870168797671795,0.03818516433238983,0.030278734862804413,0.6676764488220215,0.5563971400260925,0.4779329299926758,0,0,0,0,0,0
tile_361.jpg,3,2,2,2,3,3,8.043689727783203,8.07358169555664,8.32469654083252,7.913175582885742,7.673256874084473,7.531826972961426,7.945557594299316,3,3,3,3,4,3
tile_399.jpg,9,8,7,8,9,8,18.03883934020996,16.304901123046875,16.808853149414062,16.34628677368164,16.008560180664062,16.096155166625977,16.20149803161621,8,7,7,10,8,8
tile_408.jpg,1,1,1,1,1,1,3.2344577312469482,2.6365113258361816,2.696223258972168,2.6547915935516357,2.5790181159973145,2.456113338470459,2.501638412475586,1,1,1,1,1,2
tile_410.jpg,2,2,3,4,3,3,9.5402250289917,9.42115306854248,10.872133255004883,10.09909725189209,10.946883201599121,10.542081832885742,10.681432723999023,3,3,3,3,3,3
tile_463.jpg,6,7,7,7,7,7,14.434980392456055,13.526471138000488,14.67823600769043,13.98171329498291,14.047090530395508,14.057817459106445,13.965270042419434,7,7,8,7,7,7
tile_466.jpg,5,5,5,5,5,4,13.855758666992188,13.795584678649902,14.928754806518555,14.737872123718262,15.390008926391602,15.356233596801758,15.68253231048584,5,5,5,5,5,5
tile_471.jpg,11,13,12,10,10,13,24.915897369384766,22.91559600830078,22.641963958740234,20.571928024291992,20.982742309570312,21.573974609375,21.533023834228516,13,11,14,13,14,14
tile_475.jpg,12,10,11,9,12,10,22.848894119262695,21.747344970703125,22.834186553955078,21.75916290283203,21.369129180908203,21.120208740234375,21.668025970458984,13,13,14,12,11,15
tile_49.jpg,0,0,0,0,0,0,0.0036964756436645985,0.004431932233273983,0.04517354071140289,0.03794821351766586,0.6265561580657959,0.5221409797668457,0.45392316579818726,0,0,0,0,0,0
tile_518.jpg,0,1,1,0,1,0,2.505431652069092,2.1821956634521484,2.428264617919922,2.619001865386963,3.4691882133483887,3.262773036956787,3.2285423278808594,0,0,1,0,0,1
tile_540.jpg,7,6,8,5,8,7,14.387590408325195,13.491501808166504,13.727720260620117,13.423267364501953,13.972150802612305,13.774462699890137,13.99924373626709,7,7,6,8,7,8
tile_550.jpg,12,11,11,11,16,12,25.862205505371094,25.0067195892334,25.946216583251953,24.353271484375,24.200897216796875,24.001548767089844,24.328445434570312,12,12,12,13,14,14
tile_552.jpg,12,16,13,10,10,11,22.77196502685547,21.00094985961914,22.11672592163086,20.372676849365234,20.62073516845703,20.677352905273438,21.20935821533203,13,12,11,12,12,12
tile_592.jpg,2,2,2,2,2,2,5.025384902954102,4.585710525512695,4.765571594238281,4.874105453491211,6.119528770446777,5.951692581176758,6.06871223449707,2,2,2,2,2,2
tile_595.jpg,4,4,5,4,5,4,12.823348999023438,12.435400009155273,12.445653915405273,12.45330810546875,12.73801040649414,12.820266723632812,13.182454109191895,5,5,6,6,4,6
tile_627.jpg,21,15,18,19,18,19,31.606964111328125,28.906526565551758,30.354928970336914,27.680461883544922,27.55440902709961,27.47690200805664,27.707969665527344,19,17,19,20,20,21
tile_694.jpg,13,11,14,13,12,11,29.230472564697266,27.736175537109375,27.632003784179688,26.061065673828125,25.6713924407959,26.253860473632812,26.744579315185547,12,12,14,12,12,15
tile_720.jpg,15,12,15,13,14,12,32.196533203125,31.030881881713867,31.19060516357422,28.20623779296875,27.586048126220703,27.636192321777344,27.771465301513672,14,13,16,14,14,16
tile_73.jpg,1,3,1,0,1,1,9.260799407958984,8.669197082519531,9.658086776733398,9.595237731933594,9.918153762817383,9.844813346862793,9.71369743347168,1,1,2,3,1,3
tile_738.jpg,12,14,12,12,7,12,27.975656509399414,27.973644256591797,28.591650009155273,26.170703887939453,25.805713653564453,25.908611297607422,26.84040641784668,12,12,12,12,11,12
tile_759.jpg,20,14,16,15,15,15,25.423419952392578,25.64036750793457,25.68878936767578,24.179153442382812,23.427141189575195,23.686851501464844,24.203325271606445,17,15,19,15,15,18
tile_77.jpg,1,4,3,1,3,1,2.9827756881713867,2.771289348602295,3.824100971221924,3.629045009613037,4.515842437744141,4.1981964111328125,4.111706733703613,1,1,2,1,1,1
tile_774.jpg,16,18,14,15,10,13,34.97589111328125,33.6300163269043,33.146400451660156,30.037294387817383,30.24878692626953,30.9580078125,31.358808517456055,17,17,16,16,17,17
tile_775.jpg,12,12,15,14,11,12,32.72777557373047,31.44493865966797,30.92424774169922,28.757057189941406,28.384902954101562,28.557445526123047,29.18277931213379,14,14,14,15,14,14
tile_799.jpg,18,11,16,17,14,15,33.770484924316406,34.42151641845703,33.859153747558594,30.18216896057129,30.10800552368164,30.285266876220703,31.13286018371582,16,16,17,16,20,17
tile_804.jpg,15,8,11,13,10,11,25.95345115661621,25.26238250732422,26.135696411132812,23.705768585205078,23.846067428588867,24.235387802124023,24.946468353271484,12,15,12,13,12,13
tile_829.jpg,18,11,14,13,14,16,27.03009796142578,25.751455307006836,26.759723663330078,24.953845977783203,25.28083038330078,25.18018913269043,25.50115394592285,16,18,17,17,18,20
tile_847.jpg,12,12,12,12,5,10,28.814865112304688,27.41619300842285,27.263792037963867,25.92528533935547,25.155189514160156,25.145689010620117,25.46365737915039,12,12,12,12,14,12
tile_863.jpg,14,11,14,13,10,10,26.80805015563965,26.022510528564453,27.061735153198242,24.829448699951172,24.88934898376465,24.892778396606445,25.07480812072754,13,13,15,13,13,15
tile_875.jpg,10,11,11,11,6,9,23.661083221435547,23.916107177734375,24.75909996032715,22.454498291015625,22.590381622314453,22.439407348632812,22.84353256225586,11,10,11,10,12,12
tile_890.jpg,2,2,2,2,3,2,4.981045722961426,4.2554216384887695,3.928765296936035,4.010799884796143,4.280463218688965,4.1441144943237305,4.253654956817627,3,3,2,3,3,3
tile_896.jpg,6,6,8,6,6,7,16.269100189208984,15.569480895996094,16.367294311523438,15.171957969665527,15.2310152053833,15.366619110107422,15.321269035339355,9,6,12,10,7,9
tile_901.jpg,10,5,10,5,7,10,15.60578727722168,13.657279968261719,14.27575397491455,13.043754577636719,13.030803680419922,13.25186538696289,13.284566879272461,16,12,12,12,12,11
tile_913.jpg,5,6,4,4,3,4,16.16680908203125,14.91860580444336,15.220592498779297,13.772629737854004,13.62077808380127,13.933816909790039,14.372984886169434,5,5,6,5,5,5
tile_94.jpg,3,5,3,2,3,3,9.571210861206055,8.853933334350586,9.87119197845459,9.46764087677002,10.089052200317383,9.770267486572266,9.840921401977539,3,3,4,3,3,3
tile_131.jpg,0,0,0,0,0,0,2.37774920463562,2.149331569671631,2.3185596466064453,2.2695579528808594,2.6514344215393066,2.352470636367798,2.4496309757232666,0,0,0,0,0,0
tile_155.jpg,1,3,2,1,3,1,3.123696804046631,3.453665018081665,4.235220909118652,3.8394455909729004,4.849965572357178,4.672848701477051,4.57589054107666,2,3,3,3,1,2
tile_173.jpg,4,3,4,4,3,3,12.016246795654297,10.290864944458008,9.861627578735352,10.186209678649902,10.36328125,10.706364631652832,10.869050979614258,3,4,3,3,4,4
tile_175.jpg,4,4,4,4,4,4,13.258308410644531,13.071016311645508,13.244733810424805,12.943323135375977,12.595122337341309,12.745729446411133,13.26218032836914,4,4,5,4,4,4
tile_208.jpg,4,5,4,4,4,4,14.175416946411133,12.596874237060547,13.201175689697266,12.51137638092041,12.981695175170898,13.034387588500977,12.798948287963867,4,4,4,5,4,4
tile_213.jpg,7,8,8,5,6,8,19.440601348876953,18.035228729248047,18.558012008666992,18.24020767211914,17.64350128173828,17.415264129638672,17.692684173583984,11,9,11,9,10,9
tile_288.jpg,4,4,4,4,4,4,12.41451644897461,10.4407377243042,10.834102630615234,10.610265731811523,11.829779624938965,11.958414077758789,11.597723007202148,4,4,5,4,4,5
tile_295.jpg,4,4,4,4,4,4,13.208600044250488,13.052512168884277,12.729145050048828,12.588375091552734,12.313919067382812,12.457174301147461,12.979869842529297,4,4,4,4,4,4
tile_309.jpg,1,2,2,2,2,1,5.789613246917725,4.737859725952148,5.111944198608398,5.0116167068481445,5.698202610015869,5.51010799407959,5.362307071685791,2,2,2,2,2,2
tile_393.jpg,5,8,4,6,5,4,19.742572784423828,16.865222930908203,17.435382843017578,16.736003875732422,17.653345108032227,17.807323455810547,17.59349822998047,6,6,6,7,6,6
tile_402.jpg,3,3,3,2,3,3,11.080423355102539,10.742904663085938,10.786462783813477,10.31503677368164,10.053648948669434,9.714115142822266,10.259757041931152,5,5,5,5,5,5
tile_412.jpg,2,3,2,2,3,3,10.879364013671875,9.302756309509277,10.353538513183594,9.392621994018555,9.874953269958496,9.857685089111328,9.552122116088867,3,3,3,3,2,3
tile_426.jpg,6,7,5,4,4,7,15.081951141357422,13.521522521972656,14.616540908813477,13.443830490112305,13.616388320922852,13.67859172821045,13.467784881591797,5,6,7,7,6,8
tile_468.jpg,9,8,9,9,9,10,22.671478271484375,22.349000930786133,24.603313446044922,22.416683197021484,23.170312881469727,22.73750114440918,23.20108413696289,9,9,9,10,9,11
tile_486.jpg,3,3,3,3,4,3,5.595931053161621,4.781680107116699,4.96340274810791,5.120464324951172,5.723233222961426,5.702845573425293,5.7953996658325195,3,3,4,3,3,3
tile_490.jpg,5,3,4,5,4,5,10.266796112060547,8.757948875427246,9.546199798583984,9.452186584472656,9.311131477355957,9.568641662597656,9.521703720092773,4,4,4,4,4,6
tile_502.jpg,8,7,7,8,10,9,15.869102478027344,14.270790100097656,14.39441967010498,14.681745529174805,15.07513427734375,15.499066352844238,15.422426223754883,9,8,9,9,9,10
tile_505.jpg,11,13,10,11,12,11,28.007659912109375,26.654150009155273,26.53744888305664,24.358749389648438,23.871902465820312,24.13214683532715,24.270570755004883,14,11,13,14,13,14
tile_516.jpg,3,9,4,2,3,2,9.275500297546387,9.619921684265137,10.096548080444336,10.196401596069336,10.350011825561523,10.223123550415039,10.18935489654541,3,2,2,3,2,4
tile_560.jpg,3,5,6,4,5,5,12.601226806640625,11.218600273132324,11.75155258178711,11.624698638916016,12.70118522644043,12.312990188598633,12.347543716430664,5,3,4,5,5,6
tile_570.jpg,6,7,9,7,5,6,15.215648651123047,12.369964599609375,12.312589645385742,11.984746932983398,12.42952823638916,12.662586212158203,12.935050964355469,5,6,8,7,5,6
tile_578.jpg,9,9,9,9,9,8,27.568191528320312,26.77741813659668,27.30897331237793,24.984241485595703,25.266437530517578,25.72101593017578,26.4416446685791,9,9,9,10,9,9
tile_579.jpg,7,6,6,6,6,6,23.980819702148438,22.117586135864258,24.052169799804688,22.30919647216797,23.0175838470459,23.03388786315918,22.569658279418945,6,6,6,6,6,6
tile_615.jpg,9,8,10,9,9,8,17.226890563964844,17.323501586914062,17.650659561157227,17.152294158935547,17.394609451293945,17.15531349182129,17.662384033203125,11,8,9,9,9,9
tile_618.jpg,9,8,8,7,8,8,18.65734100341797,18.294702529907227,18.399497985839844,17.184917449951172,17.079883575439453,17.46329689025879,17.973962783813477,10,9,10,11,10,10
tile_633.jpg,5,6,6,6,6,6,17.57437515258789,17.31725311279297,17.2733211517334,15.917478561401367,15.646360397338867,15.58598804473877,16.164329528808594,6,6,6,6,6,6
tile_639.jpg,8,6,8,7,6,6,16.584758758544922,16.95095443725586,17.988277435302734,16.81153106689453,16.903778076171875,16.67597198486328,17.591840744018555,8,8,8,9,9,9
tile_654.jpg,12,9,10,12,10,12,20.296756744384766,18.155742645263672,17.553634643554688,16.787708282470703,16.984542846679688,17.532432556152344,17.58846664428711,11,11,11,11,12,12
tile_680.jpg,11,14,13,12,13,12,29.866926193237305,28.765974044799805,30.492660522460938,28.01943588256836,28.22694969177246,28.17011260986328,28.46373176574707,13,12,15,14,12,12
tile_682.jpg,11,12,12,14,13,11,25.554338455200195,25.67039680480957,26.410743713378906,24.46222686767578,24.453929901123047,24.15130043029785,24.606857299804688,13,12,15,14,14,15
tile_689.jpg,12,9,11,12,12,11,23.140432357788086,22.484045028686523,23.753883361816406,21.776580810546875,22.019439697265625,21.48318862915039,21.582897186279297,11,12,12,13,11,13
tile_697.jpg,9,11,9,10,8,8,33.235595703125,32.25586700439453,31.177749633789062,28.511188507080078,28.118961334228516,28.772865295410156,29.578218460083008,11,11,11,10,11,12
tile_703.jpg,7,6,7,6,7,7,20.449316024780273,18.68011474609375,18.599653244018555,18.287582397460938,18.219533920288086,18.502214431762695,18.29938316345215,7,7,7,7,7,7
tile_713.jpg,9,8,11,10,10,11,27.206748962402344,28.051437377929688,28.6669921875,25.44845962524414,24.872955322265625,25.297611236572266,25.502456665039062,12,11,11,11,12,12
tile_717.jpg,15,12,13,13,14,14,29.353252410888672,27.66827392578125,26.37200355529785,24.491775512695312,23.663070678710938,24.151107788085938,24.42227554321289,13,13,13,12,14,14
tile_733.jpg,15,11,14,13,13,14,33.65587615966797,33.81330108642578,32.98175048828125,29.476848602294922,28.57503890991211,29.09438705444336,30.07772445678711,17,16,16,17,15,20
tile_737.jpg,15,14,11,16,10,13,27.002368927001953,26.950149536132812,26.724164962768555,24.10563087463379,24.244152069091797,24.988733291625977,25.511350631713867,15,13,17,16,13,16
tile_749.jpg,6,5,5,5,7,6,23.46115493774414,23.702905654907227,23.903167724609375,21.95914077758789,21.381019592285156,21.84384536743164,22.627216339111328,7,7,7,11,8,9
tile_778.jpg,7,7,8,8,7,8,24.79288101196289,22.94149398803711,22.65097427368164,21.193391799926758,21.528337478637695,21.77465057373047,21.983734130859375,8,8,9,8,8,8
tile_786.jpg,16,10,12,11,13,12,26.28455924987793,25.400291442871094,26.36505889892578,24.19921112060547,23.450729370117188,23.603099822998047,24.412874221801758,15,13,13,14,14,14
tile_793.jpg,17,12,14,16,15,19,34.71323013305664,33.04151916503906,32.108360290527344,30.075223922729492,29.200849533081055,29.462554931640625,30.22213363647461,19,16,19,19,17,19
tile_805.jpg,19,11,17,14,14,14,34.467567443847656,31.755329132080078,31.798564910888672,28.947895050048828,28.326786041259766,28.827245712280273,29.484403610229492,17,16,17,16,17,18
tile_843.jpg,12,8,10,10,7,7,28.71192741394043,27.27942657470703,28.141319274902344,25.731510162353516,25.2750301361084,25.672164916992188,26.131267547607422,10,11,10,10,10,12
tile_853.jpg,8,8,10,10,8,9,21.677753448486328,21.66236114501953,21.813199996948242,19.997976303100586,19.540714263916016,19.440275192260742,20.162635803222656,9,11,11,9,10,12
tile_874.jpg,13,11,13,13,9,12,30.959856033325195,30.094158172607422,30.675750732421875,28.02837371826172,27.729936599731445,28.32471466064453,28.78356170654297,13,14,13,15,14,16
tile_898.jpg,12,11,14,10,13,15,18.71148681640625,18.445632934570312,18.79627799987793,16.85012435913086,16.85155487060547,17.219799041748047,17.40570068359375,17,16,17,19,12,15
tile_907.jpg,9,11,12,11,10,12,15.373784065246582,16.537578582763672,17.330921173095703,15.300893783569336,15.073588371276855,15.079633712768555,15.48961067199707,16,14,15,14,13,14
tile_922.jpg,6,2,4,3,1,3,9.802343368530273,9.874237060546875,9.810539245605469,8.83304214477539,8.295398712158203,8.330748558044434,8.845905303955078,6,6,6,7,6,6
tile_96.jpg,1,1,1,1,1,1,3.5279951095581055,3.0196008682250977,3.112233877182007,3.1246109008789062,3.6783385276794434,3.5179367065429688,3.4184017181396484,1,1,2,1,1,1
tile_99.jpg,4,5,5,5,5,4,18.435396194458008,17.713390350341797,18.07884407043457,17.407142639160156,17.8627986907959,18.210975646972656,18.619970321655273,6,5,4,6,6,6
tile_106.jpg,0,0,0,0,0,0,2.20363712310791,1.758795976638794,1.8849035501480103,1.7862732410430908,2.836759090423584,2.565279960632324,2.4639759063720703,0,0,0,0,0,0
tile_153.jpg,1,2,2,1,2,1,3.829822063446045,3.8315682411193848,4.476289749145508,4.443421840667725,5.171285629272461,4.9906110763549805,5.056669235229492,1,1,1,1,1,1
tile_154.jpg,1,2,1,1,1,1,2.51680850982666,2.087787389755249,2.29194974899292,2.2974729537963867,3.119527816772461,3.133359909057617,2.9110891819000244,1,1,1,1,1,1
tile_201.jpg,4,4,4,6,4,4,9.634628295898438,9.371362686157227,10.892568588256836,10.699468612670898,10.789426803588867,10.292686462402344,10.356745719909668,5,5,6,5,5,5
tile_212.jpg,3,3,3,3,3,3,9.386812210083008,8.084117889404297,9.469348907470703,9.403820037841797,10.047521591186523,9.89468002319336,9.816628456115723,3,3,3,3,3,3
tile_233.jpg,4,4,6,4,5,5,14.554176330566406,13.511147499084473,14.302618026733398,13.218382835388184,12.991846084594727,12.656980514526367,12.598601341247559,5,5,4,5,5,5
tile_269.jpg,1,1,3,2,2,1,6.278897285461426,5.161084175109863,5.375086307525635,4.976312637329102,5.0269880294799805,4.98989725112915,4.895328044891357,2,2,2,2,2,2
tile_290.jpg,5,6,6,6,5,6,12.374837875366211,12.08027458190918,13.944658279418945,12.902817726135254,12.975838661193848,12.822004318237305,12.937234878540039,5,6,6,5,5,6
tile_30.jpg,3,3,5,3,3,3,8.55065631866455,7.265516757965088,8.53648853302002,8.46933364868164,9.095647811889648,8.780172348022461,8.829032897949219,3,3,3,3,3,3
tile_333.jpg,1,1,1,0,1,1,4.221014022827148,3.6636040210723877,3.8258588314056396,4.023158550262451,4.043867111206055,3.6991333961486816,3.866616725921631,1,1,1,1,1,1
tile_334.jpg,1,1,2,1,1,1,4.151819705963135,3.014437675476074,3.8168039321899414,3.830294609069824,4.99312686920166,4.801262855529785,4.40733528137207,1,2,2,1,1,1
tile_345.jpg,3,3,4,3,3,3,9.929183959960938,9.582413673400879,10.218491554260254,9.682113647460938,10.009122848510742,9.686548233032227,9.794500350952148,3,3,5,3,3,3
tile_370.jpg,0,0,0,0,0,0,0.009342934936285019,0.007529487367719412,0.05410478264093399,0.041268739849328995,0.5576260685920715,0.464702308177948,0.4025351107120514,0,0,0,0,0,0
tile_375.jpg,3,3,4,3,3,3,9.097342491149902,8.9053316116333,9.999300003051758,9.172210693359375,9.605093955993652,9.205852508544922,9.009147644042969,3,3,3,3,3,4
tile_380.jpg,3,4,3,4,3,4,8.040821075439453,7.885642051696777,9.140325546264648,8.612011909484863,9.054668426513672,8.70449161529541,8.973945617675781,3,3,3,3,3,3
tile_405.jpg,0,1,1,1,1,0,2.1353678703308105,2.005974292755127,1.9228601455688477,2.0651779174804688,2.5685322284698486,2.32106876373291,2.318042755126953,1,1,1,1,1,1
tile_413.jpg,1,1,1,1,1,1,3.3825185298919678,3.5154459476470947,3.933565616607666,3.8944191932678223,4.674448013305664,4.6207275390625,4.7740583419799805,1,1,1,1,1,1
tile_429.jpg,7,7,5,5,6,6,11.114885330200195,10.33043098449707,10.82326602935791,10.37511157989502,10.69289779663086,10.78982925415039,10.802740097045898,6,7,10,8,7,9
tile_433.jpg,9,10,11,10,13,11,17.17342758178711,15.400690078735352,16.428638458251953,15.99803352355957,16.368942260742188,16.516559600830078,16.49966049194336,10,14,9,10,10,15
tile_470.jpg,10,7,8,8,9,11,23.074222564697266,20.638660430908203,20.036584854125977,18.981555938720703,18.398006439208984,18.48415756225586,18.639446258544922,9,10,11,13,10,11
tile_494.jpg,1,1,2,1,1,1,6.8260817527771,6.320557117462158,6.684149265289307,6.764017105102539,6.845251560211182,6.705491065979004,6.843329429626465,1,3,3,3,2,3
tile_496.jpg,5,3,5,5,4,4,12.18045425415039,11.448057174682617,11.261449813842773,10.872570991516113,11.865522384643555,11.573625564575195,11.934577941894531,5,5,6,5,6,8
tile_508.jpg,12,13,11,9,11,11,25.6946964263916,24.312135696411133,24.103721618652344,22.4284725189209,22.292760848999023,22.27828598022461,23.0062313079834,14,14,14,14,14,18
tile_510.jpg,10,7,11,9,9,9,22.76763153076172,22.03624725341797,22.49843406677246,21.715255737304688,21.30889129638672,21.64365005493164,21.787391662597656,9,9,9,9,9,10
tile_543.jpg,12,15,12,12,11,13,26.164445877075195,27.265151977539062,27.768905639648438,25.206283569335938,24.831600189208984,24.990352630615234,25.43665313720703,12,12,13,12,10,14
tile_568.jpg,6,6,6,5,6,7,14.624731063842773,13.607183456420898,14.940235137939453,14.049419403076172,14.521278381347656,14.63347339630127,14.680858612060547,7,7,7,8,7,8
tile_576.jpg,11,7,8,8,10,9,26.668243408203125,23.025070190429688,23.395389556884766,21.5874080657959,20.73126983642578,20.74067497253418,20.715923309326172,11,10,12,11,9,11
tile_620.jpg,8,8,9,9,8,7,25.571128845214844,24.226282119750977,24.982267379760742,22.54216766357422,22.82501220703125,23.03839874267578,23.099239349365234,9,9,8,8,9,10
tile_626.jpg,5,5,5,4,4,6,8.602752685546875,8.216219902038574,9.136942863464355,8.998634338378906,9.754884719848633,9.827777862548828,9.583959579467773,4,5,5,6,6,6
tile_64.jpg,0,0,0,0,0,0,0.07288523763418198,0.03644286096096039,0.15133188664913177,0.1305273324251175,0.9413292407989502,0.7844830751419067,0.6871360540390015,0,0,0,0,0,0
tile_658.jpg,11,9,10,10,10,10,25.604259490966797,22.99551773071289,23.526193618774414,22.613157272338867,22.319801330566406,22.832138061523438,23.247440338134766,11,10,10,11,10,10
tile_669.jpg,2,2,2,2,2,2,8.791089057922363,7.419735908508301,7.285722255706787,7.171411991119385,7.0848069190979,6.905305862426758,7.196704864501953,2,2,2,2,2,2
tile_677.jpg,9,8,7,7,7,8,20.003536224365234,19.658599853515625,20.836715698242188,19.324893951416016,19.58928871154785,19.121137619018555,19.60311508178711,8,7,7,8,7,9
tile_692.jpg,13,7,12,11,11,11,28.181381225585938,25.276611328125,24.709354400634766,23.794755935668945,23.620594024658203,24.060100555419922,24.402740478515625,11,11,13,12,13,13
tile_704.jpg,4,3,4,4,4,3,11.339486122131348,10.998653411865234,11.323677062988281,10.670515060424805,11.3626708984375,11.221874237060547,11.465620040893555,5,4,5,6,5,5
tile_728.jpg,13,9,11,11,8,11,29.527681350708008,28.10947608947754,28.62978744506836,25.932809829711914,25.67181968688965,26.246950149536133,26.49941635131836,15,14,15,15,13,15
tile_744.jpg,6,7,8,9,7,7,19.62045669555664,18.858802795410156,20.555774688720703,18.90115737915039,18.457744598388672,18.17873764038086,18.829456329345703,10,7,11,11,10,11
tile_761.jpg,16,9,11,13,13,14,28.585283279418945,27.788028717041016,26.68054962158203,24.642942428588867,23.930959701538086,24.42544937133789,24.91385269165039,14,13,13,14,14,15
tile_762.jpg,14,11,14,12,12,12,29.039857864379883,28.78234100341797,29.048337936401367,26.825542449951172,26.60983657836914,27.154399871826172,27.434226989746094,14,14,15,14,14,14
tile_765.jpg,8,8,11,9,8,7,21.153213500976562,19.737491607666016,20.153364181518555,18.7226505279541,19.117633819580078,19.593421936035156,19.96560287475586,12,10,13,14,11,13
tile_787.jpg,12,11,12,11,10,11,25.578876495361328,24.56039047241211,26.748462677001953,24.821134567260742,24.882293701171875,24.667816162109375,24.564414978027344,12,11,12,11,12,13
tile_807.jpg,15,6,11,11,8,10,29.715091705322266,29.847152709960938,29.789052963256836,26.512866973876953,25.517127990722656,26.648014068603516,27.376474380493164,12,12,12,13,12,12
tile_812.jpg,14,9,9,9,5,7,20.62057876586914,21.25758171081543,21.879314422607422,20.255634307861328,20.251041412353516,20.48834991455078,21.10678482055664,10,11,11,11,11,10
tile_818.jpg,12,9,9,9,9,9,23.49612808227539,22.431411743164062,22.48263168334961,21.25739860534668,21.304386138916016,22.029460906982422,22.73876190185547,9,9,10,11,11,12
tile_842.jpg,7,3,6,6,5,5,15.607053756713867,14.532341003417969,14.841379165649414,14.268815994262695,14.673184394836426,14.863073348999023,15.31873893737793,7,7,7,7,7,7
tile_861.jpg,20,14,14,16,15,16,35.848121643066406,32.854820251464844,33.52827453613281,30.59886360168457,29.625951766967773,30.167858123779297,30.227432250976562,15,17,15,17,18,19
tile_88.jpg,1,1,1,1,1,1,3.149481773376465,2.625826597213745,2.4426536560058594,2.6983556747436523,3.371978521347046,3.359830379486084,3.261124610900879,1,1,1,1,1,1
tile_884.jpg,9,3,6,4,1,1,24.8343563079834,23.463619232177734,25.35070037841797,22.44763946533203,22.772401809692383,23.017492294311523,23.41231918334961,6,10,8,9,8,10
tile_916.jpg,6,6,6,6,5,6,16.57124137878418,15.985690116882324,16.509235382080078,15.916813850402832,15.76692008972168,16.138771057128906,16.279483795166016,7,8,10,8,6,7
tile_924.jpg,0,0,0,0,0,0,0.0004121488891541958,0.00020840251818299294,0.015574981458485126,0.01341315172612667,0.41406533122062683,0.3450544774532318,0.29728764295578003,0,0,0,0,0,0
tile_14.jpg,0,0,0,0,0,0,2.852081775665283,2.350851535797119,2.4842419624328613,2.393179416656494,3.01181960105896,2.7659735679626465,2.657505989074707,0,0,0,0,0,0
tile_144.jpg,2,4,3,2,2,2,6.129101753234863,6.8284478187561035,7.760339736938477,7.5338592529296875,8.523128509521484,8.249483108520508,8.118646621704102,2,2,2,2,2,2
tile_146.jpg,1,0,1,0,1,0,1.2632348537445068,1.1329265832901,1.3282930850982666,1.3000214099884033,1.1955212354660034,1.0349301099777222,1.058333158493042,1,1,1,1,1,1
tile_148.jpg,0,0,0,0,0,0,0.7121618986129761,0.5342028141021729,0.5603528022766113,0.6570097208023071,1.6990118026733398,1.51485276222229,1.4148995876312256,0,0,0,0,0,0
tile_156.jpg,0,0,0,0,0,0,0.026581943035125732,0.013640269637107849,0.09921237826347351,0.0877748429775238,0.7322924137115479,0.610282301902771,0.5290682315826416,0,0,0,0,0,0
tile_167.jpg,2,2,2,2,3,2,7.777029037475586,6.8198957443237305,7.57296085357666,7.456178665161133,7.804994583129883,7.674527168273926,7.8154520988464355,2,2,2,2,2,2
tile_174.jpg,4,5,5,4,5,3,11.580589294433594,10.91143798828125,12.375117301940918,11.960229873657227,12.879912376403809,12.712677001953125,12.899615287780762,4,4,4,4,4,6
tile_180.jpg,2,4,2,2,2,2,9.832712173461914,8.126285552978516,8.951109886169434,9.162763595581055,10.026307106018066,9.819253921508789,9.725259780883789,3,2,2,2,2,3
tile_184.jpg,1,1,1,1,1,1,4.215853214263916,3.8664019107818604,3.755492925643921,4.202131748199463,4.219104290008545,4.0967559814453125,4.214376926422119,1,1,1,1,1,1
tile_2.jpg,2,4,2,2,3,4,10.011343955993652,7.68856954574585,7.360787868499756,7.476819038391113,7.82265567779541,8.023677825927734,7.824786186218262,4,4,7,5,4,5
tile_200.jpg,1,1,1,1,1,1,3.964646577835083,3.6707446575164795,4.036520957946777,4.303068161010742,4.751711368560791,4.414126873016357,4.503841400146484,1,1,1,1,1,1
